edge_u,edge_v,edge_k,road_type,matched_segment_id,match_dist_m
261266659,13684087054,0,residential,,
261266659,261202801,0,secondary,,
261266659,733197623,0,secondary,,
261266660,261266295,0,residential,,
261266660,261218757,0,residential,,
261266660,261129211,0,residential,,
261266660,261202803,0,residential,,
261266661,261266664,0,residential,322,359.7
261266661,261247441,0,residential,322,359.7
261266661,261135057,0,residential,322,468.5
261266664,261266661,0,residential,322,359.7
261266664,366651245,0,residential,322,276.8
261266664,261215434,0,residential,322,366.8
261266672,261266674,0,residential,,
261266672,264166183,0,residential,,
261266674,261237432,0,residential,,
261266688,12236500831,0,residential,824,870.9
261266688,261237401,0,residential,824,822.8
261266688,256170757,0,residential,824,768.2
261266692,305903350,0,residential,824,696.7
261266692,261237403,0,residential,824,690.9
261266692,8964642861,0,residential,824,611.6
261266698,264166661,0,secondary,406,859.6
261266698,261237393,0,secondary,406,820.6
261266703,266720519,0,residential,854,367.3
261266703,261237485,0,residential,853,357.4
261266703,266720632,0,residential,853,442.0
261266707,261230012,0,residential,852,608.2
261266707,261266709,0,secondary,852,691.3
261266707,261263804,0,secondary,853,691.0
261266709,261230014,0,residential,852,585.9
261266709,261266711,0,secondary,852,679.8
261266709,261266707,0,secondary,852,691.3
261266709,261271526,0,residential,852,735.5
261266711,261229178,0,secondary,852,683.0
261266711,13520352477,0,residential,852,578.2
261266711,261266709,0,secondary,852,679.8
261266712,261266713,0,secondary,852,887.4
261266712,261250338,0,secondary,852,827.1
261266712,261230022,0,residential,852,776.4
261266713,261175974,0,secondary,,
261266713,261266712,0,secondary,852,887.4
261266713,261267907,0,residential,852,882.3
261266714,261281475,0,residential,771,746.4
261266714,2153021538,0,residential,771,669.3
261266714,365459155,0,secondary,771,643.8
261266714,261138175,0,secondary,771,724.4
261266718,261230033,0,residential,771,306.1
261266718,261140263,0,secondary,771,399.5
261266718,2152906454,0,secondary,771,415.5
261266725,262161092,0,residential,792,400.6
261266725,262161395,0,residential,793,468.1
261266737,5902585368,0,secondary,780,689.0
261266737,261140924,0,secondary,780,800.3
261266738,261210838,0,residential,779,688.3
261266738,13963941724,0,residential,779,580.4
261266738,261266740,0,residential,779,643.9
261266740,261140921,0,residential,779,723.9
261266740,261266741,0,residential,779,612.7
261266740,261266738,0,residential,779,643.9
261266741,261211798,0,residential,779,502.8
261266741,261222805,0,residential,779,601.7
261266741,261266740,0,residential,779,612.7
261266748,261266749,0,residential,778,600.7
261266748,261211804,0,residential,778,496.2
261266749,261140908,0,residential,778,707.4
261266749,261157777,0,residential,778,619.8
261266752,261204800,0,residential,57,230.3
261266752,288990074,0,residential,57,172.0
261266752,1783611857,0,residential,57,175.0
261266752,261140902,0,residential,57,266.3
261266753,1783611901,0,residential,57,377.8
261266753,261204800,0,residential,57,311.1
261266753,1783611830,0,residential,57,343.6
261266753,261140900,0,residential,57,398.3
261266756,261266758,0,residential,776,702.0
261266758,261123558,0,residential,775,690.4
261266758,261266756,0,residential,776,702.0
261266758,12410294957,0,residential,775,638.2
261266758,261140895,0,residential,775,803.3
261266760,261123558,0,residential,775,645.8
261266760,13991150538,0,residential,775,592.6
261266760,261140894,0,residential,775,725.6
261267194,261210832,0,residential,395,862.3
261267194,261336471,0,tertiary,395,803.3
261267194,261310680,0,tertiary,395,817.5
261267196,261163639,0,residential,,
261267196,261267197,0,residential,,
261267197,261309253,0,residential,,
261267197,261267199,0,residential,,
261267199,261311742,0,residential,,
261267199,261296292,0,residential,,
261267204,261212918,0,residential,85,499.8
261267204,261333604,0,residential,85,593.7
261267206,261267204,0,residential,85,700.6
261267206,261275214,0,tertiary,85,796.2
261267206,5353767347,0,tertiary,85,809.3
261267208,261267206,0,residential,576,705.4
261267208,261275054,0,residential,576,598.4
261267215,261215342,0,residential,155,214.0
261267215,261205458,0,residential,155,299.5
261267224,261267225,0,residential,645,305.0
261267224,261336495,0,residential,645,193.1
261267225,4909769428,0,residential,645,417.2
261267239,9044962631,0,residential,880,86.5
261267241,261252718,0,residential,880,299.2
261267241,9044962631,0,residential,880,179.0
261267241,310698202,0,residential,880,250.9
261267252,261193765,0,tertiary,,
261267252,261261189,0,tertiary,,
261267263,2470391258,0,residential,,
261267263,261296296,0,residential,,
261267263,261336477,0,residential,,
261267273,10079241213,0,residential,1288,360.1
261267273,14062527284,0,residential,1288,394.2
261267297,261214415,0,residential,510,578.6
261267297,261197462,0,residential,510,645.4
261267297,261182137,0,residential,511,638.6
261267300,261197464,0,residential,510,315.5
261267300,261182139,0,residential,510,401.8
261267300,261267302,0,residential,510,325.5
261267302,261133759,0,residential,495,305.4
261267302,261197465,0,secondary,510,255.9
261267302,261182140,0,secondary,510,359.5
261267328,261155576,0,residential,634,887.6
261267328,261184612,0,residential,,
261267328,261155492,0,residential,,
261267338,261267341,0,residential,634,822.4
261267338,261155576,0,residential,634,828.7
261267338,261273387,0,residential,634,684.4
261267341,3182212044,0,residential,634,821.9
261267341,261197483,0,tertiary,634,910.1
261267341,261267338,0,residential,634,822.4
261267363,261148110,0,residential,,
261267365,261182781,0,residential,,
261267365,261304805,0,residential,,
261267365,1898400085,0,residential,,
261267433,261193497,0,tertiary,195,330.7
261267433,358615807,0,tertiary,881,435.9
261267449,261204379,0,residential,,
261267449,261171283,0,residential,,
261267449,261148093,0,residential,,
261267449,261290526,0,residential,,
261267451,261194530,0,residential,,
261267451,1001099357,0,residential,,
261267451,345110952,0,residential,,
261267486,261267488,0,residential,30,308.9
261267486,261149854,0,residential,30,397.0
261267488,261267491,0,residential,30,134.6
261267488,261256483,0,residential,30,243.0
261267488,261149855,0,residential,30,197.1
261267491,261256484,0,secondary,30,151.2
261267491,261149856,0,secondary,30,51.4
261267499,261211617,0,residential,834,610.0
261267499,261149754,0,residential,834,591.7
261267499,261220041,0,residential,834,500.2
261267501,261211895,0,residential,834,891.8
261267501,261211619,0,primary,,
261267501,261149756,0,primary,,
261267501,261267503,0,residential,,
261267503,261267501,0,residential,,
261267505,261195716,0,residential,1208,696.6
261267505,261149776,0,residential,1208,792.2
261267505,261267514,0,residential,1208,797.6
261267506,261214588,0,residential,1208,149.6
261267514,261267505,0,residential,1208,797.6
261267514,261256378,0,residential,1208,805.4
261267514,5112124328,0,residential,1208,898.3
261267547,261117884,0,residential,,
261267547,261117912,0,residential,,
261267547,261140692,0,residential,,
261267550,261267552,0,residential,,
261267552,261264393,0,residential,,
261267552,261267550,0,residential,,
261267552,261185187,0,residential,,
261267552,261163792,0,residential,,
261267553,261168640,0,residential,,
261267685,261251509,0,unclassified,,
261267907,261266713,0,residential,852,882.3
261267915,261267916,0,residential,845,225.1
261267916,261211817,0,residential,845,277.1
261267916,261140246,0,residential,845,205.0
261267916,261267915,0,residential,845,225.1
261267939,261195574,0,residential,301,243.4
261267939,261267941,0,residential,301,357.2
261267941,261191856,0,residential,1172,464.0
261267941,261195575,0,residential,301,422.1
261267943,261267945,0,residential,1172,253.1
261267943,261191856,0,residential,1172,331.4
261267943,261203641,0,residential,1172,366.2
261267943,261140273,0,residential,1172,233.7
261267945,261267943,0,residential,1172,253.1
261267945,261140272,0,tertiary,1172,143.3
261267945,261203644,0,tertiary,1172,312.0
261267962,261147267,0,residential,843,268.5
261267962,261200960,0,tertiary,843,323.7
261267962,261195606,0,tertiary,843,375.2
261267964,261195608,0,secondary,843,573.9
261267964,261200966,0,secondary,843,534.2
261267964,261113427,0,residential,1172,610.1
261268105,261123008,0,residential,,
261268105,261264904,0,residential,,
261268105,261233424,0,residential,,
261268109,261123015,0,residential,,
261268109,261264908,0,residential,,
261268109,261165319,0,residential,,
261268111,261123016,0,residential,,
261268111,261268109,0,residential,,
261268146,261277121,0,primary,,
261268146,261245572,0,residential,,
261268146,261195399,0,residential,,
261268146,261302251,0,primary,,
261268168,261190966,0,residential,,
261268172,261198933,0,secondary,930,407.4
261268172,261224227,0,secondary,930,415.2
261268174,261161455,0,residential,937,277.7
261268174,261322669,0,residential,937,246.5
261268174,4307742659,0,residential,937,280.5
261268180,6913517331,0,secondary,,
261268180,261293657,0,secondary,,
261268180,261268181,0,residential,,
261268181,261293126,0,residential,,
261268181,261268183,0,residential,,
261268181,261195274,0,residential,,
261268181,261268180,0,residential,,
261268183,261268181,0,residential,,
261268231,261268233,0,tertiary,,
261268231,261262006,0,tertiary,,
261268231,261352408,0,residential,,
261268233,261203550,0,tertiary,,
261268233,261268231,0,tertiary,,
261268233,261181228,0,residential,529,907.0
261268238,261292839,0,residential,,
261268238,261292837,0,residential,,
261268238,261268240,0,residential,,
261268240,261268238,0,residential,,
261268381,261268383,0,residential,,
261268381,261233218,0,residential,,
261268381,261161136,0,residential,,
261268383,261160466,0,residential,,
261268383,261268381,0,residential,,
261268383,261211792,0,residential,,
261268383,261297135,0,residential,,
261268386,261130047,0,residential,,
261268386,261240129,0,residential,,
261268386,261292665,0,residential,,
261268386,261130046,0,residential,,
261268388,261268390,0,residential,,
261268388,261130047,0,residential,,
261268388,261324902,0,residential,,
261268390,261344632,0,residential,,
261268390,261268388,0,residential,,
261268390,261324902,0,residential,,
261268397,261188217,0,residential,,
261268417,261268418,0,residential,,
261268417,261191216,0,residential,,
261268417,261190056,0,residential,,
261268418,261268417,0,residential,,
261268464,1970780119,0,residential,,
261268464,261319492,0,tertiary,300,855.3
261268464,261150392,0,tertiary,299,873.1
261268466,1970780121,0,residential,,
261268466,261319494,0,residential,,
261268466,261268469,0,residential,,
261268469,261268471,0,tertiary,,
261268469,261268466,0,residential,,
261268469,261271550,0,secondary,,
261268469,261123771,0,secondary,,
261268471,261268469,0,tertiary,,
261268471,261268473,0,tertiary,,
261268471,261303614,0,residential,,
261268473,261268471,0,tertiary,,
261268473,261158130,0,tertiary,,
261268473,261123761,0,residential,,
261268473,261276700,0,residential,,
261268476,261268480,0,tertiary,670,839.7
261268476,261160669,0,tertiary,670,870.1
261268476,261160670,0,residential,670,695.2
261268480,261268476,0,tertiary,670,839.7
261268480,261268482,0,tertiary,670,820.4
261268480,3413972298,0,residential,670,644.3
261268482,261268480,0,tertiary,670,820.4
261268482,261160390,0,tertiary,670,702.1
261268482,8562540169,0,tertiary,670,850.5
261268485,261215925,0,tertiary,,
261268485,6023980622,0,tertiary,,
261268485,2256504671,0,tertiary,,
261268487,261268489,0,tertiary,,
261268487,261215925,0,tertiary,,
261268487,261293099,0,residential,670,892.5
261268489,261196527,0,tertiary,,
261268489,261268487,0,tertiary,,
261268489,261245327,0,residential,,
261268495,261128037,0,tertiary,,
261268495,261196538,0,tertiary,,
261268495,261224785,0,residential,670,929.8
261268497,266797637,0,tertiary,,
261268497,261263106,0,tertiary,,
261268497,261346729,0,residential,,
261268502,261168109,0,tertiary,,
261268502,261245356,0,residential,,
261268502,316159068,0,tertiary,,
261268504,261194125,0,tertiary,,
261268504,261304206,0,residential,,
261268504,261179504,0,tertiary,,
261268548,369630897,0,residential,653,122.8
261268548,261260753,0,residential,773,61.4
261268550,261147245,0,residential,942,173.8
261268552,261260809,0,residential,942,359.8
261268554,261268552,0,residential,942,462.0
261268554,261180501,0,tertiary,942,515.1
261268554,261260756,0,tertiary,942,515.8
261268556,261260757,0,residential,306,488.2
261268556,261210234,0,residential,306,405.1
261268558,261254766,0,residential,305,532.6
261268558,13230033671,0,residential,305,439.1
261268559,261165859,0,residential,305,528.7
261268559,261268561,0,residential,304,524.6
261268559,261299406,0,tertiary,304,495.6
261268559,261254767,0,tertiary,304,634.7
261268561,261254770,0,residential,304,575.9
261268561,261268563,0,residential,304,463.1
261268561,261268559,0,residential,304,524.6
261268563,9863086507,0,residential,304,274.3
261268563,261268565,0,residential,304,417.3
261268563,261268561,0,residential,304,463.1
261268565,261194293,0,residential,304,211.3
261268565,310336954,0,residential,304,601.2
261268565,261268567,0,residential,304,392.9
261268565,261268563,0,residential,304,417.3
261268567,261325849,0,residential,304,310.9
261268567,261268565,0,residential,304,392.9
261268567,310336919,0,residential,304,593.3
261268567,13991189639,0,residential,304,403.4
261268569,310336913,0,residential,304,668.0
261268569,256170803,0,residential,304,529.2
261268569,13991189647,0,residential,304,468.3
261268584,261092201,0,tertiary,308,593.3
261268584,369630968,0,tertiary,308,420.2
261268584,409169505,0,residential,308,508.6
261268586,261212193,0,residential,308,406.7
261268586,261123520,0,residential,308,448.4
261268586,369630921,0,residential,308,256.9
261268590,261212193,0,residential,308,389.5
261268595,261325815,0,residential,299,349.1
261268595,261182277,0,residential,299,418.8
261268595,261200627,0,residential,299,459.7
261268597,1003188672,0,residential,299,552.8
261268597,261200627,0,residential,299,515.0
261268597,1003188516,0,primary,299,662.9
261268613,261254743,0,residential,315,566.9
261268613,306045652,0,residential,315,518.7
261268613,261115181,0,residential,315,459.3
261268617,261291002,0,residential,363,302.8
261268617,261134270,0,residential,363,235.7
261268622,261268624,0,residential,312,414.4
261268622,261325826,0,residential,312,348.5
261268624,261254719,0,residential,312,497.7
261268625,261269682,0,residential,312,288.9
261268625,261154567,0,residential,312,394.8
261268627,261159155,0,residential,312,468.0
261268627,261254723,0,residential,312,533.7
261268629,261254725,0,secondary,311,633.7
261268629,261180497,0,secondary,311,526.6
261268629,261163483,0,residential,311,525.2
261268630,261268631,0,residential,311,420.1
261268630,4081947046,0,residential,311,394.6
261268630,261254729,0,residential,311,503.0
261268631,261288741,0,residential,311,354.7
261268631,261157735,0,residential,311,467.2
261268631,261268630,0,residential,311,420.1
261268632,261118597,0,residential,310,418.9
261268632,4081947327,0,residential,310,352.3
261268633,13991150589,0,residential,53,91.5
261268633,306084604,0,residential,53,84.7
261268634,13991184445,0,residential,93,206.7
261268634,261268635,0,residential,93,194.2
261268635,261254777,0,residential,93,303.2
261268635,261298155,0,residential,93,247.4
261268635,13991150593,0,residential,93,320.4
261268640,261195089,0,residential,629,230.7
261268642,261211386,0,residential,301,411.9
261268642,261203640,0,residential,301,389.9
261268642,261191859,0,residential,301,495.9
261268642,261325812,0,residential,301,301.4
261268644,261268646,0,residential,300,474.9
261268644,261117590,0,residential,300,539.5
261268644,261191863,0,residential,300,588.9
261268644,261241097,0,residential,300,429.6
261268646,261188863,0,residential,300,425.0
261268646,261268644,0,residential,300,474.9
261268646,261191864,0,residential,300,539.3
261268646,261241099,0,residential,300,361.2
261268704,261308472,0,secondary,,
261268704,261210216,0,secondary,,
261268715,261147715,0,residential,200,121.3
261268715,261308451,0,residential,200,232.4
261268715,261210248,0,residential,200,191.3
261268717,261209722,0,residential,200,472.7
261268717,261302994,0,residential,200,556.0
261268717,261210249,0,residential,200,539.5
261268724,305906582,0,residential,854,261.1
261268724,261308460,0,residential,854,326.5
261268733,2256828387,0,residential,324,394.2
261268743,261210199,0,residential,,
261268753,261162785,0,residential,,
261268753,261226705,0,residential,,
261268753,261196866,0,residential,,
261268758,261268764,0,residential,,
261268758,261226715,0,residential,,
261268758,261273433,0,residential,,
261268764,261268766,0,residential,,
261268764,261268758,0,residential,,
261268764,261299158,0,residential,,
261268764,261299156,0,residential,,
261268766,261268764,0,residential,,
261268766,261322540,0,residential,,
261268766,261322542,0,residential,,
261268773,261296013,0,residential,,
261268773,261268775,0,residential,,
261268773,261214795,0,residential,,
261268775,261299335,0,residential,,
261268775,261258594,0,residential,,
261268775,261268773,0,residential,,
261268779,261192380,0,residential,,
261268779,261268783,0,residential,,
261268779,261200046,0,residential,,
261268779,1888747187,0,residential,,
261268783,261192382,0,residential,,
261268783,261210392,0,residential,,
261268783,261268779,0,residential,,
261268790,261200051,0,residential,,
261268790,261268792,0,residential,,
261268790,261285925,0,residential,,
261268790,261169459,0,residential,,
261268792,261210340,0,residential,,
261268792,261268790,0,residential,,
261268792,261285926,0,residential,,
261268792,261169459,0,residential,,
261268939,537960143,0,residential,343,805.3
261268939,261272728,0,residential,144,763.7
261269095,314768636,0,residential,737,555.8
261269095,48991444,0,tertiary,737,554.0
261269095,261142592,0,tertiary,737,625.5
261269107,261157757,0,residential,938,840.6
261269107,315401629,0,residential,938,756.3
261269112,261269114,0,residential,648,423.2
261269112,1369154057,0,residential,648,403.9
261269114,261142647,0,residential,648,470.1
261269117,366262811,0,tertiary,937,418.7
261269117,736035813,0,tertiary,937,332.4
261269117,261198938,0,residential,937,336.5
261269119,739078878,0,residential,,
261269119,11001407097,0,residential,,
261269121,11001407099,0,residential,,
261269123,261180648,0,residential,766,436.1
261269123,261133863,0,residential,766,567.1
261269123,261142703,0,residential,766,470.9
261269128,315582813,0,tertiary,648,877.0
261269128,261142651,0,tertiary,648,840.6
261269156,261148853,0,tertiary,,
261269156,261088534,0,residential,,
261269156,261163206,0,tertiary,,
261269156,261295665,0,residential,,
261269158,261088539,0,secondary,,
261269158,261270393,0,secondary,,
261269158,261137205,0,tertiary,,
261269200,261123205,0,tertiary,,
261269200,261135198,0,tertiary,,
261269200,261295671,0,residential,,
261269200,1916750059,0,residential,,
261269202,261123205,0,tertiary,,
261269202,261293239,0,tertiary,,
261269202,261269204,0,tertiary,,
261269202,261088657,0,tertiary,,
261269204,261295673,0,residential,,
261269204,261269206,0,tertiary,,
261269204,261269202,0,tertiary,,
261269206,261180864,0,tertiary,,
261269206,261269204,0,tertiary,,
261269206,261295675,0,residential,,
261269206,261088659,0,residential,,
261269211,261295663,0,residential,,
261269211,261088733,0,residential,,
261269211,261155243,0,tertiary,,
261269211,261185069,0,tertiary,,
261269391,261250117,0,residential,83,47.8
261269391,733198060,0,residential,83,83.5
261269391,261269393,0,residential,83,95.6
261269393,261313006,0,residential,83,121.9
261269393,261204758,0,residential,83,143.6
261269393,261269391,0,residential,83,95.6
261269395,261230298,0,residential,83,589.7
261269395,261269397,0,residential,83,640.0
261269395,261212967,0,residential,83,488.1
261269397,261230299,0,residential,83,690.5
261269397,261269399,0,residential,83,740.9
261269397,261269395,0,residential,83,640.0
261269399,261143266,0,residential,83,797.8
261269399,261123521,0,residential,574,756.4
261269399,261269397,0,residential,83,740.9
261269401,261230302,0,residential,574,595.6
261269401,261212158,0,residential,574,559.2
261269401,261123521,0,residential,574,656.2
261269403,261230304,0,residential,574,417.1
261269403,261143268,0,residential,574,457.8
261269403,261195011,0,residential,574,324.5
261269403,261212158,0,residential,574,471.9
261269407,261269409,0,residential,643,182.1
261269407,551437163,0,residential,643,125.5
261269409,737125756,0,residential,643,218.7
261269409,261269407,0,residential,643,182.1
261269409,261218165,0,residential,643,266.4
261269411,6489476716,0,residential,643,435.4
261269411,261260763,0,residential,643,506.0
261269411,261218165,0,residential,643,360.1
261269413,261143306,0,residential,643,719.6
261269413,261269415,0,residential,643,754.2
261269413,261260763,0,residential,643,654.4
261269415,261269413,0,residential,643,754.2
261269415,261230321,0,tertiary,643,797.2
261269415,261143308,0,tertiary,643,809.8
261269608,261311742,0,tertiary,,
261269608,261119868,0,residential,,
261269608,261309253,0,tertiary,,
261269616,13963941816,0,residential,779,166.2
261269616,287209806,0,residential,779,101.3
261269618,261269620,0,residential,,
261269618,261294452,0,residential,,
261269620,261198174,0,residential,1001,889.9
261269620,261154577,0,residential,,
261269650,369649684,0,tertiary,737,309.0
261269650,261289043,0,residential,737,360.3
261269650,261177936,0,tertiary,737,320.6
261269654,369649684,0,tertiary,737,308.9
261269654,261154545,0,residential,737,259.2
261269654,261191232,0,tertiary,737,329.2
261269660,261309260,0,residential,,
261269660,261269662,0,tertiary,,
261269660,261098881,0,tertiary,,
261269662,263397852,0,residential,,
261269662,289550451,0,tertiary,,
261269662,261269660,0,tertiary,,
261269678,261154562,0,residential,291,391.2
261269678,261286563,0,residential,291,392.6
261269678,261269680,0,residential,291,287.3
261269678,261181661,0,residential,291,490.3
261269680,261154563,0,residential,291,191.7
261269680,261293491,0,residential,291,193.4
261269680,306056280,0,residential,291,87.4
261269680,261269678,0,residential,291,287.3
261269682,1475142967,0,residential,312,89.2
261269682,261309225,0,residential,312,192.7
261269686,261270081,0,residential,,
261269686,305910332,0,residential,312,895.9
261269688,261127869,0,residential,,
261269688,261309229,0,tertiary,,
261269688,261154571,0,tertiary,,
261269688,261269686,0,residential,,
261269751,261179492,0,residential,829,287.0
261269751,261177854,0,residential,829,278.2
261269751,261148445,0,residential,829,407.3
261269761,261178029,0,residential,769,357.5
261269761,261180660,0,tertiary,769,470.6
261269761,261331495,0,tertiary,769,427.7
261269762,261181578,0,residential,770,256.4
261269762,261286647,0,residential,770,154.7
261269762,261180662,0,residential,770,249.1
261269764,261269762,0,residential,770,188.9
261269764,261293440,0,residential,770,187.4
261269764,261180663,0,residential,770,270.2
261269779,261147375,0,residential,771,410.4
261269779,261135156,0,tertiary,828,456.4
261269779,261180674,0,tertiary,850,493.9
261269858,261168206,0,residential,,
261269858,261196294,0,residential,,
261269876,261269877,0,residential,,
261269876,261175793,0,residential,,
261269876,261175427,0,residential,,
261269876,261138153,0,residential,,
261269877,261269879,0,residential,,
261269877,261269876,0,residential,,
261269877,261175428,0,residential,,
261269877,261138154,0,residential,,
261269879,261185295,0,residential,,
261269879,261269877,0,residential,,
261269879,261138155,0,residential,,
261269879,261175429,0,residential,,
261269880,261269881,0,residential,,
261269880,261197268,0,residential,,
261269880,261175432,0,residential,,
261269880,261138162,0,residential,,
261269881,261269882,0,residential,,
261269881,261269880,0,residential,,
261269881,1837314052,0,residential,,
261269882,261269881,0,residential,,
261269882,261292405,0,primary,,
261269882,261138163,0,primary,,
261269887,345104969,0,residential,,
261269887,261122805,0,residential,,
261269887,13005322407,0,residential,,
261269887,261138216,0,residential,,
261269892,261253210,0,residential,529,598.7
261269892,261356426,0,residential,529,613.6
261269892,261264314,0,residential,529,655.0
261269972,261269974,0,residential,,
261269972,261160931,0,residential,,
261269972,2161952688,0,residential,,
261269974,261269972,0,residential,,
261269974,261216198,0,residential,,
261269974,261160932,0,residential,,
261269974,261190228,0,residential,,
261270013,261184285,0,residential,,
261270013,261201017,0,residential,,
261270013,261276969,0,residential,,
261270017,287486475,0,residential,653,431.3
261270017,261270019,0,residential,653,542.3
261270017,1479106418,0,residential,653,513.2
261270019,261270017,0,residential,653,542.3
261270019,287486493,0,residential,653,463.1
261270021,287487912,0,residential,824,327.5
261270021,261218169,0,residential,824,500.1
261270021,261137092,0,residential,824,435.0
261270021,261201030,0,residential,824,480.0
261270023,261126497,0,tertiary,943,210.9
261270023,287487912,0,tertiary,824,204.5
261270023,261201031,0,tertiary,824,249.2
261270025,261137088,0,residential,943,602.8
261270025,289549832,0,tertiary,943,713.8
261270025,261210238,0,tertiary,943,521.7
261270025,261201033,0,residential,943,635.4
261270026,261241271,0,tertiary,854,923.3
261270026,261115421,0,tertiary,854,873.1
261270026,261137090,0,residential,854,852.9
261270028,261270029,0,residential,,
261270028,310337169,0,residential,,
261270028,261127847,0,residential,,
261270028,310336998,0,residential,304,944.4
261270029,261270031,0,residential,,
261270029,261270028,0,residential,,
261270029,261127848,0,residential,,
261270029,310336971,0,residential,304,917.6
261270031,261270033,0,residential,,
261270031,261270029,0,residential,,
261270031,261127849,0,residential,,
261270031,310336954,0,residential,304,901.4
261270033,261229173,0,residential,,
261270033,261270031,0,residential,,
261270033,261127851,0,residential,,
261270033,310336919,0,residential,304,896.2
261270035,261178713,0,residential,,
261270035,261224613,0,residential,,
261270035,261127854,0,residential,,
261270035,310336913,0,residential,304,947.6
261270039,4081947335,0,residential,94,158.0
261270039,261204773,0,residential,94,200.1
261270039,261313013,0,residential,94,104.3
261270047,261138359,0,residential,94,629.9
261270049,261151549,0,residential,94,807.5
261270049,261275272,0,residential,94,857.8
261270051,261123530,0,residential,629,767.0
261270051,261275099,0,residential,629,801.8
261270051,261270053,0,residential,629,687.5
261270053,261201028,0,residential,629,636.0
261270053,261272286,0,residential,629,710.3
261270053,261270051,0,residential,629,687.5
261270075,261146283,0,residential,405,689.1
261270077,261210830,0,residential,405,865.2
261270077,261146283,0,residential,405,791.7
261270077,256170699,0,residential,405,846.1
261270079,261270081,0,residential,,
261270079,261210830,0,residential,,
261270079,261344381,0,residential,312,915.5
261270081,261269686,0,residential,,
261270081,261270079,0,residential,,
261270081,261309229,0,residential,,
261270083,261294631,0,residential,,
261270083,261154570,0,residential,,
261270084,261159171,0,residential,,
261270084,261332103,0,secondary,,
261270084,256170700,0,secondary,,
261270088,261207211,0,residential,54,658.8
261270088,261201023,0,residential,54,622.0
261270090,261186019,0,residential,54,186.8
261270090,4081947334,0,residential,54,244.2
261270097,261180925,0,residential,94,602.2
261270097,261270047,0,residential,94,648.3
261270339,261141327,0,secondary,,
261270339,261183504,0,secondary,,
261270339,261221803,0,residential,,
261270340,261251418,0,secondary,,
261270340,261270341,0,secondary,,
261270340,261197959,0,residential,,
261270340,261221805,0,residential,,
261270341,261270340,0,secondary,,
261270341,261197960,0,secondary,,
261270341,261221806,0,secondary,,
261270341,261155686,0,secondary,,
261270343,261258958,0,secondary,,
261270343,261155702,0,secondary,,
261270343,261197961,0,residential,,
261270343,261322720,0,residential,,
261270345,261258935,0,secondary,,
261270345,261322722,0,residential,,
261270345,261270349,0,secondary,,
261270349,261270351,0,secondary,,
261270349,261197963,0,residential,,
261270349,261270345,0,secondary,,
261270351,261270353,0,secondary,,
261270351,261270349,0,secondary,,
261270351,261197964,0,residential,,
261270353,261270351,0,secondary,,
261270353,261308619,0,residential,,
261270353,2371156806,0,secondary,,
261270381,261221813,0,residential,,
261270381,261173203,0,secondary,,
261270381,261242423,0,secondary,,
261270385,4336120730,0,residential,,
261270385,261174434,0,residential,,
261270385,4336120733,0,secondary,,
261270387,261174435,0,residential,,
261270387,4336120733,0,secondary,,
261270387,261270389,0,secondary,,
261270389,1870709190,0,residential,,
261270389,261174437,0,residential,,
261270389,261270390,0,secondary,,
261270389,261270387,0,secondary,,
261270390,261270392,0,secondary,,
261270390,261174439,0,residential,,
261270390,261270389,0,secondary,,
261270392,261270390,0,secondary,,
261270392,261174441,0,residential,,
261270392,261088539,0,secondary,,
261270393,1870709190,0,residential,,
261270393,261137206,0,residential,,
261270393,261269158,0,secondary,,
261270393,5353979563,0,secondary,,
261270397,261207810,0,residential,,
261270397,261270399,0,secondary,,
261270397,261254566,0,secondary,,
261270399,261207812,0,residential,,
261270399,261270401,0,secondary,,
261270399,261270397,0,secondary,,
261270401,261270403,0,secondary,,
261270401,261207813,0,residential,,
261270401,261270399,0,secondary,,
261270403,261190547,0,secondary,,
261270403,261270401,0,secondary,,
261270403,261207814,0,residential,,
261270741,261220779,0,residential,,
261270741,261292225,0,residential,,
261270741,261213081,0,tertiary,,
261270741,261159477,0,tertiary,,
261270756,261243321,0,residential,,
261270756,261270761,0,residential,,
261270756,261218048,0,tertiary,,
261270756,1997686058,0,tertiary,,
261270758,261159476,0,tertiary,,
261270758,1733854166,0,residential,,
261270758,261218048,0,tertiary,,
261270761,261233192,0,residential,,
261270761,261218048,0,residential,,
261270761,261270756,0,residential,,
261270813,261234171,0,secondary,,
261270813,261234162,0,residential,,
261270813,261147932,0,secondary,,
261270818,2435577755,0,residential,,
261270818,2435577621,0,secondary,,
261270827,261319796,0,residential,,
261270827,4332976329,0,secondary,,
261270827,261176290,0,secondary,,
261270954,261219242,0,residential,690,567.1
261270954,261219411,0,tertiary,690,664.8
261270954,261152781,0,tertiary,690,588.1
261270956,261219245,0,residential,690,743.8
261270956,261270958,0,tertiary,690,834.6
261270956,261219411,0,tertiary,690,746.8
261270958,261276592,0,secondary,689,846.5
261270958,261219246,0,secondary,690,840.3
261270958,261192043,0,tertiary,690,926.4
261270958,261270956,0,tertiary,690,834.6
261270960,261192496,0,tertiary,,
261270960,261176841,0,tertiary,,
261270961,261219249,0,tertiary,815,852.6
261270961,261137162,0,tertiary,815,837.1
261270961,261189710,0,tertiary,815,939.0
261270977,261154816,0,tertiary,803,848.6
261270977,261158696,0,tertiary,803,935.4
261270977,13248759709,0,tertiary,803,844.3
261270977,1394127044,0,tertiary,804,885.4
