edge_u,edge_v,edge_k,road_type,matched_segment_id,match_dist_m
261135622,261135623,0,residential,802,451.1
261135622,375651913,0,residential,802,494.7
261135622,261153751,0,secondary,802,519.1
261135623,261135624,0,residential,802,381.6
261135623,261271616,0,residential,802,472.2
261135624,261135625,0,residential,802,323.6
261135624,261261625,0,residential,802,415.6
261135624,261261624,0,residential,802,310.5
261135625,261135626,0,residential,802,292.3
261135626,261135627,0,residential,802,294.0
261135626,261188487,0,residential,802,364.9
261135626,261188485,0,residential,802,238.0
261135627,261135628,0,residential,802,328.1
261135627,261316667,0,residential,802,353.1
261135628,261159281,0,residential,802,418.8
261135628,261159280,0,residential,802,314.3
261135684,261135685,0,tertiary,,
261135684,13684088574,0,tertiary,,
261135684,261197611,0,residential,,
261135684,261307370,0,residential,,
261135685,261135686,0,tertiary,,
261135685,261135684,0,tertiary,,
261135685,261197612,0,residential,,
261135685,261311650,0,residential,,
261135686,261135685,0,tertiary,,
261135686,261221331,0,tertiary,,
261135686,261197613,0,tertiary,,
261135686,3193175936,0,tertiary,,
261135688,261197615,0,residential,,
261135688,261264919,0,residential,,
261135688,261135689,0,tertiary,,
261135688,3193237721,0,tertiary,,
261135689,261135688,0,tertiary,,
261135689,261122931,0,tertiary,,
261135689,261153235,0,tertiary,,
261135689,261153234,0,tertiary,,
261135691,261122931,0,tertiary,,
261135691,261135694,0,tertiary,,
261135691,261331399,0,residential,,
261135691,261197617,0,residential,,
261135694,261135696,0,tertiary,,
261135694,261197620,0,tertiary,,
261135694,261135691,0,tertiary,,
261135694,261241933,0,tertiary,,
261135696,261155096,0,residential,,
261135696,261155095,0,residential,,
261135696,261135697,0,tertiary,,
261135696,261135694,0,tertiary,,
261135697,261197621,0,residential,,
261135697,261135698,0,tertiary,,
261135697,261135696,0,tertiary,,
261135697,261331828,0,residential,,
261135698,261279740,0,tertiary,,
261135698,261135697,0,tertiary,,
261135698,367784448,0,secondary,,
261135698,261182004,0,secondary,,
261135754,261135755,0,residential,,
261135754,261144984,0,residential,,
261135754,261321859,0,residential,,
261135755,261135756,0,residential,,
261135755,261135754,0,residential,,
261135755,261293738,0,residential,,
261135756,261135757,0,residential,,
261135756,261135755,0,residential,,
261135756,261208140,0,residential,,
261135757,261135758,0,residential,,
261135757,261135756,0,residential,,
261135757,261210857,0,residential,,
261135758,261135759,0,residential,,
261135758,261135757,0,residential,,
261135758,261279750,0,tertiary,,
261135758,261279748,0,tertiary,,
261135759,261135760,0,residential,,
261135759,261135758,0,residential,,
261135759,261146317,0,residential,,
261135760,261135761,0,residential,,
261135760,261135759,0,residential,,
261135760,261305416,0,residential,,
261135761,261124333,0,residential,,
261135761,261135760,0,residential,,
261135761,261319121,0,residential,,
261135762,261119239,0,residential,,
261135762,261124333,0,residential,,
261135762,261289877,0,residential,,
261135763,261135764,0,residential,,
261135763,261119239,0,residential,,
261135763,261305420,0,residential,,
261135764,261135763,0,residential,,
261135764,261257573,0,tertiary,,
261135764,261216820,0,tertiary,,
261135765,261135766,0,residential,,
261135765,261305425,0,primary,,
261135765,261319803,0,primary,,
261135766,261135767,0,residential,,
261135766,261135765,0,residential,,
261135766,261319805,0,residential,,
261135766,261305427,0,residential,,
261135767,261135768,0,residential,,
261135767,261135766,0,residential,,
261135767,261319807,0,residential,,
261135767,261305429,0,residential,,
261135768,261135769,0,residential,,
261135768,261135767,0,residential,,
261135768,261135826,0,residential,,
261135768,261135825,0,residential,,
261135769,261122685,0,residential,,
261135769,261135768,0,residential,,
261135769,261195975,0,residential,,
261135769,261195974,0,residential,,
261135770,261135771,0,residential,,
261135770,261122685,0,residential,,
261135770,261300073,0,residential,,
261135770,261300072,0,residential,,
261135771,261135772,0,residential,,
261135771,261135770,0,residential,,
261135771,261215948,0,residential,,
261135771,261215946,0,residential,,
261135772,261135771,0,residential,,
261135772,261136376,0,residential,,
261135772,261136375,0,residential,,
261135772,261135773,0,residential,,
261135773,261305431,0,residential,,
261135773,261319809,0,residential,,
261135773,261135774,0,residential,,
261135774,261224763,0,residential,,
261135774,261289214,0,residential,,
261135774,261135775,0,residential,,
261135775,261207246,0,residential,,
261135775,261135776,0,residential,,
261135776,261320620,0,residential,,
261135776,261135777,0,residential,,
261135777,261320620,0,residential,,
261135777,261174077,0,residential,,
261135778,261216822,0,residential,,
261135779,261135778,0,residential,,
261135779,261305443,0,residential,,
261135824,261135825,0,residential,,
261135824,261195973,0,primary,,
261135824,261292453,0,primary,,
261135825,261135768,0,residential,,
261135825,261135824,0,residential,,
261135825,261195974,0,residential,,
261135825,261305429,0,residential,,
261135826,261135827,0,residential,,
261135826,261135768,0,residential,,
261135826,261195975,0,residential,,
261135826,261319807,0,residential,,
261135827,261135826,0,residential,,
261135827,261176094,0,residential,,
261135827,261176093,0,residential,,
261135930,261135931,0,residential,834,522.8
261135930,261177219,0,residential,834,606.0
261135930,261220039,0,residential,834,476.1
261135931,261220039,0,residential,834,448.4
261135945,261174142,0,tertiary,499,554.9
261135945,261116649,0,tertiary,499,676.7
261135945,261135946,0,residential,499,668.5
261135945,537956871,0,residential,499,556.1
261135946,537956870,0,residential,171,659.4
261135946,261135945,0,residential,499,668.5
261135946,261174143,0,residential,171,655.9
261135948,537956870,0,residential,171,572.3
261135948,261256694,0,residential,171,533.9
261135948,261174144,0,residential,171,477.2
261135948,261135950,0,residential,171,431.6
261135950,261218721,0,residential,171,406.4
261135950,261174145,0,residential,171,327.6
261135950,261135951,0,residential,171,356.7
261135951,261135952,0,residential,171,327.6
261135951,261135952,1,residential,171,327.6
261135952,261135954,0,residential,171,314.8
261135952,261135951,0,residential,171,327.6
261135954,2188311801,0,secondary,171,375.6
261135954,1402601172,0,secondary,171,264.3
261135959,3266795641,0,tertiary,218,548.6
261135960,261243951,0,residential,218,693.4
261135960,261135959,0,residential,218,591.4
261135961,261174186,0,tertiary,39,759.3
261135961,261237953,0,tertiary,549,812.5
261135961,261135960,0,residential,40,759.4
261135965,261174190,0,secondary,548,256.7
261135965,261243954,0,secondary,534,209.9
261135965,1446795046,0,residential,549,279.4
261135968,261174192,0,residential,533,319.3
261135968,261135965,0,residential,534,278.6
261135969,261243956,0,residential,534,453.1
261135969,261135968,0,residential,534,397.8
261135970,261174195,0,residential,533,645.3
261135970,261236397,0,residential,534,639.1
261135970,261135969,0,residential,534,566.0
261135972,261135973,0,residential,37,759.6
261135972,261135970,0,residential,534,752.2
261135972,261174196,0,secondary,38,761.9
261135972,261176112,0,secondary,534,834.8
261135973,261243960,0,residential,37,773.2
261135973,261135974,0,residential,37,702.8
261135974,261174198,0,residential,37,644.6
261135974,261135976,0,residential,37,702.8
261135976,261163039,0,residential,37,772.8
261135976,261120602,0,residential,37,759.1
261135977,261135979,0,residential,36,873.8
261135977,261120602,0,residential,37,861.1
261135977,261174199,0,residential,36,866.9
261135977,261120601,0,residential,37,902.2
261135979,261135977,0,residential,36,873.8
261135990,6224248203,0,residential,42,810.0
261135990,261096337,0,tertiary,41,722.4
261136015,358542791,0,residential,218,316.0
261136015,261207397,0,residential,218,401.3
261136016,261136015,0,residential,218,411.2
261136016,261174182,0,tertiary,218,445.1
261136020,540530320,0,residential,29,731.5
261136020,261136078,0,residential,29,709.9
261136020,261136077,0,residential,29,794.7
261136035,261136036,0,residential,28,860.6
261136035,261243828,0,secondary,28,840.5
261136035,261174175,0,secondary,28,761.4
261136036,261136037,0,residential,27,858.5
261136036,261136035,0,residential,28,860.6
261136036,261174176,0,residential,27,884.9
261136036,261243830,0,residential,,
261136037,261136036,0,residential,27,858.5
261136037,261174177,0,residential,27,760.6
261136037,261243832,0,residential,27,838.7
261136057,261288612,0,residential,,
261136067,365220405,0,residential,1207,309.4
261136067,261150027,0,residential,1207,382.7
261136067,261214544,0,residential,1207,292.6
261136074,261258376,0,residential,1207,830.4
261136074,261150019,0,residential,1207,865.6
261136074,261136075,0,residential,1207,772.2
261136075,261150021,0,residential,1207,705.0
261136075,261258377,0,residential,1207,679.3
261136075,261136076,0,residential,1207,627.8
261136075,261136074,0,residential,1207,772.2
261136076,261136075,0,residential,1207,627.8
261136076,261150022,0,residential,1207,587.9
261136077,261136020,0,residential,29,794.7
261136077,1317534065,0,residential,29,821.9
261136078,261136020,0,residential,29,709.9
261136078,261136079,0,residential,29,580.5
261136078,261150090,0,tertiary,29,693.7
261136078,261174169,0,tertiary,29,648.1
261136079,261136080,0,residential,29,420.4
261136079,261150091,0,residential,29,528.8
261136079,261258343,0,residential,29,467.5
261136080,261136081,0,residential,29,315.5
261136080,261150092,0,residential,29,400.7
261136080,261258344,0,residential,29,315.9
261136081,261258345,0,secondary,29,252.4
261136081,261150093,0,secondary,29,352.7
261136082,261136083,0,residential,,
261136082,261150085,0,residential,,
261136083,261116679,0,residential,,
261136083,261169888,0,residential,,
261136084,261150087,0,residential,29,890.9
261136086,3182211991,0,residential,,
261136088,261182204,0,residential,634,909.6
261136090,261136092,0,residential,565,600.2
261136090,261258418,0,residential,565,643.3
261136092,261136090,0,residential,565,600.2
261136108,261164660,0,tertiary,,
261136108,261132605,0,tertiary,,
261136108,261136109,0,residential,,
261136109,261132606,0,residential,,
261136109,261136110,0,residential,,
261136110,261164662,0,residential,,
261136110,261136111,0,residential,,
261136111,261164663,0,residential,,
261136111,261132609,0,residential,,
261136111,261136112,0,residential,,
261136112,261164664,0,residential,,
261136112,261136113,0,residential,,
261136113,375653626,0,secondary,,
261136113,6683169203,0,residential,,
261136114,261261633,0,residential,,
261136114,261132613,0,residential,,
261136114,6683169199,0,residential,,
261136117,261335260,0,secondary,,
261136117,261132618,0,secondary,,
261136117,261136118,0,residential,,
261136118,261264426,0,tertiary,,
261136118,261132620,0,tertiary,,
261136154,8269527028,0,residential,,
261136154,261130737,0,residential,,
261136155,747627574,0,residential,,
261136155,5880306496,0,residential,,
261136155,261111521,0,residential,,
261136155,747627587,0,residential,,
261136156,747627575,0,residential,,
261136156,747627587,0,residential,,
261136156,747627574,0,residential,,
261136157,261136156,0,residential,,
261136157,747627560,0,residential,,
261136157,261247245,0,residential,,
261136237,12242442074,0,residential,115,215.8
261136237,2282590140,0,residential,115,187.3
261136237,5893011786,0,residential,115,127.5
261136237,4226839766,0,residential,115,298.4
261136240,261136241,0,residential,115,394.9
261136240,261148964,0,residential,115,412.1
261136240,5893011181,0,residential,115,311.8
261136240,12242442074,0,residential,115,284.6
261136241,261136242,0,residential,114,400.2
261136241,5893011177,0,residential,115,410.6
261136241,261136240,0,residential,115,394.9
261136242,2404057167,0,residential,114,334.6
261136242,261136241,0,residential,114,400.2
261136242,5893011174,0,tertiary,114,317.4
261136242,261351633,0,tertiary,114,381.0
261136243,2404057167,0,residential,114,293.4
261136243,5893011172,0,residential,114,221.5
261136244,5893011169,0,residential,114,134.6
261136244,261287271,0,residential,114,230.2
261136244,261136243,0,residential,114,239.2
261136246,261194649,0,tertiary,114,171.9
261136247,261148972,0,tertiary,555,214.8
261136247,261136246,0,residential,114,190.1
261136247,2172882427,0,residential,114,219.7
261136247,261194649,0,tertiary,114,191.4
261136261,261136298,0,secondary,103,431.1
261136261,261283689,0,secondary,103,415.8
261136262,261136261,0,residential,103,469.6
261136262,5893620443,0,residential,103,508.7
261136262,261192123,0,residential,103,538.3
261136263,261136262,0,residential,103,568.8
261136263,5893620441,0,residential,102,609.6
261136263,261329623,0,residential,103,634.7
261136264,261136263,0,residential,102,569.2
261136264,5893620438,0,residential,102,509.7
261136264,261195002,0,residential,102,539.5
261136265,261136264,0,residential,102,471.5
261136265,5893620436,0,residential,102,410.2
261136265,261351642,0,residential,102,446.8
261136266,261136265,0,residential,102,374.5
261136266,261219991,0,residential,102,356.1
261136267,261136266,0,residential,102,280.1
261136267,5893628505,0,tertiary,102,211.2
261136267,261336059,0,tertiary,102,275.4
261136269,5492697218,0,residential,109,296.4
261136269,261223167,0,residential,109,169.4
261136269,2400715782,0,residential,109,215.2
261136269,261272724,0,residential,109,242.3
261136269,261272722,0,residential,109,310.1
261136269,261136270,0,residential,109,354.7
261136270,261136269,0,residential,109,354.7
261136270,261200170,0,secondary,109,425.4
261136270,538541435,0,secondary,109,467.2
261136271,261135238,0,residential,108,212.5
261136271,261283616,0,residential,108,135.9
261136271,261319365,0,residential,108,236.9
261136273,261136271,0,residential,108,192.7
261136274,261260998,0,residential,108,242.3
261136274,261260996,0,residential,108,310.3
261136274,261136273,0,residential,108,239.6
261136275,261214465,0,tertiary,108,426.9
261136275,261214464,0,tertiary,108,468.9
261136275,261136274,0,residential,108,355.5
261136276,261339655,0,residential,107,311.6
261136276,261136275,0,residential,107,357.0
261136277,261256679,0,residential,107,135.4
261136277,261136276,0,residential,107,212.3
261136278,261218665,0,residential,177,241.8
261136278,261136277,0,residential,107,211.4
261136279,261136280,0,residential,7,200.9
261136279,261283622,0,tertiary,7,251.8
261136279,261136278,0,residential,177,219.6
261136280,261136279,0,residential,7,200.9
261136280,368378467,0,tertiary,7,152.7
261136282,261283644,0,residential,106,244.9
261136282,261136280,0,residential,7,227.2
261136283,261136282,0,residential,106,212.8
261136283,261266536,0,residential,106,236.4
261136284,261136286,0,residential,106,355.0
261136284,261136283,0,residential,106,211.2
261136284,261283651,0,residential,106,243.1
261136284,261312365,0,residential,106,310.4
261136286,261136284,0,residential,106,355.0
261136286,261226554,0,tertiary,106,425.6
261136286,261226552,0,tertiary,106,467.2
261136287,261188044,0,residential,105,245.6
261136287,261136286,0,residential,105,357.7
261136288,261149792,0,residential,105,236.5
261136288,261136287,0,residential,105,212.8
261136289,261136288,0,residential,105,211.3
261136289,261256449,0,residential,105,242.3
261136289,261256447,0,residential,105,310.1
261136290,261184665,0,secondary,105,425.9
261136290,261184640,0,secondary,105,494.7
261136290,261136289,0,residential,105,354.9
261136292,261155544,0,residential,104,245.2
261136292,261155543,0,residential,104,312.5
261136292,261136290,0,residential,104,357.3
261136293,261136292,0,residential,104,212.9
261136293,261283672,0,residential,104,136.4
261136294,261258397,0,residential,104,310.3
261136294,261136293,0,residential,104,211.4
261136295,261150040,0,tertiary,104,468.4
261136295,261150041,0,tertiary,104,426.5
261136295,261136294,0,residential,104,355.0
261136296,261122106,0,residential,103,211.8
261136296,261283678,0,tertiary,103,135.0
261136296,261305484,0,tertiary,103,235.4
261136297,261136296,0,residential,103,210.5
261136297,261351605,0,residential,103,310.2
261136298,261325913,0,secondary,103,459.3
261136298,261136297,0,residential,103,355.1
261136298,261136261,0,secondary,103,431.1
261136301,261148950,0,residential,116,354.5
261136301,261126699,0,residential,116,317.9
261136301,1309581896,0,residential,116,248.1
261136303,261258038,0,residential,116,261.5
261136303,261148954,0,residential,240,194.3
261136303,1309434683,0,residential,116,259.8
261136303,2004538894,0,residential,240,250.2
261136308,538647008,0,residential,224,204.9
261136315,261136316,0,residential,117,202.8
261136315,5970344116,0,residential,1274,211.2
261136315,4403665394,0,residential,117,181.2
261136315,261148942,0,residential,1274,166.4
261136316,256633626,0,residential,117,190.5
261136316,261136315,0,residential,117,202.8
261136316,4403665398,0,tertiary,117,88.5
261136326,261136327,0,residential,,
261136326,261297135,0,residential,,
261136326,261117036,0,residential,,
261136327,261155286,0,residential,,
261136327,261136326,0,residential,,
261136327,261127239,0,residential,,
261136327,261160468,0,residential,,
261136336,5845500678,0,residential,,
261136336,261300063,0,residential,,
261136336,261301908,0,residential,,
261136337,5845500678,0,residential,,
261136337,261136338,0,residential,,
261136337,261266431,0,residential,,
261136337,261266429,0,residential,,
261136338,261312340,0,residential,,
261136338,261136337,0,residential,,
261136338,261192416,0,residential,,
261136340,261216778,0,secondary,,
261136340,261204597,0,secondary,,
261136340,261136341,0,tertiary,,
261136340,261150844,0,tertiary,,
261136341,261136342,0,tertiary,,
261136341,261210367,0,residential,,
261136341,261204598,0,residential,,
261136341,261136340,0,tertiary,,
261136342,261136343,0,tertiary,,
261136342,261136341,0,tertiary,,
261136342,261289409,0,residential,,
261136342,261204599,0,residential,,
261136343,261136344,0,tertiary,,
261136343,261136342,0,tertiary,,
261136343,261289411,0,residential,,
261136343,261204600,0,residential,,
261136344,261145974,0,residential,,
261136344,261145973,0,residential,,
261136344,261136343,0,tertiary,,
261136344,261136345,0,tertiary,,
261136345,261221279,0,tertiary,,
261136345,261204601,0,tertiary,,
261136345,261136344,0,tertiary,,
261136345,261136346,0,tertiary,,
261136346,261289413,0,residential,,
261136346,261204602,0,residential,,
261136346,261136347,0,tertiary,,
261136346,261136345,0,tertiary,,
261136347,261136348,0,tertiary,,
261136347,261203963,0,residential,,
261136347,261136346,0,tertiary,,
261136347,261203962,0,residential,,
261136348,261136349,0,tertiary,,
261136348,261136347,0,tertiary,,
261136348,261214919,0,residential,,
261136348,261204603,0,residential,,
261136349,261136350,0,tertiary,,
261136349,261136348,0,tertiary,,
261136349,261155991,0,secondary,,
261136349,261155992,0,secondary,,
261136350,289547366,0,tertiary,,
261136350,261136349,0,tertiary,,
261136350,261204604,0,residential,,
261136351,289547366,0,tertiary,,
261136351,261136353,0,tertiary,,
261136351,261289415,0,residential,,
261136353,261136354,0,tertiary,,
261136353,261136351,0,tertiary,,
261136353,261204606,0,residential,,
261136354,261136356,0,tertiary,,
261136354,261136353,0,tertiary,,
261136354,261264892,0,residential,,
261136356,261122960,0,tertiary,,
261136356,261136354,0,tertiary,,
261136356,261175261,0,residential,,
261136357,261136358,0,tertiary,,
261136357,261122960,0,tertiary,,
261136357,261195737,0,residential,,
261136358,261136357,0,tertiary,,
261136358,261289423,0,tertiary,,
261136358,261136360,0,tertiary,,
261136360,345103928,0,tertiary,,
261136360,261136361,0,tertiary,,
261136360,261136358,0,tertiary,,
261136361,261136362,0,tertiary,,
261136361,261136360,0,tertiary,,
261136361,261217843,0,residential,,
261136361,261204619,0,residential,,
261136362,261155074,0,residential,,
261136362,261155073,0,residential,,
261136362,261136363,0,tertiary,,
261136362,261136361,0,tertiary,,
261136363,261136364,0,tertiary,,
261136363,261136362,0,tertiary,,
261136363,261289434,0,residential,,
261136363,261204620,0,residential,,
261136364,261136363,0,tertiary,,
261136364,261289436,0,secondary,,
261136364,261204621,0,secondary,,
261136364,261136365,0,residential,,
261136365,1968158544,0,residential,,
261136365,261280096,0,residential,,
261136365,261136364,0,residential,,
261136372,261261173,0,residential,,
261136372,261136374,0,residential,,
261136372,261354764,0,residential,,
261136374,261292459,0,primary,,
261136374,261215945,0,primary,,
261136374,261136375,0,residential,,
261136374,261136372,0,residential,,
261136375,261305431,0,residential,,
261136375,261215946,0,residential,,
261136375,261135772,0,residential,,
261136375,261136374,0,residential,,
261136376,261319809,0,residential,,
261136376,261215948,0,residential,,
261136376,261136377,0,residential,,
261136376,261135772,0,residential,,
261136377,261224764,0,residential,,
261136377,261176097,0,residential,,
261136377,261136376,0,residential,,
261136378,261204618,0,secondary,,
261136378,261136379,0,residential,,
261136378,261136389,0,secondary,,
261136379,261136380,0,residential,,
261136379,261136378,0,residential,,
261136379,261207756,0,residential,,
261136379,261204610,0,residential,,
261136380,261145928,0,residential,,
261136380,261136381,0,residential,,
261136380,261136379,0,residential,,
261136380,261145927,0,residential,,
261136381,261289428,0,residential,,
261136381,261204612,0,residential,,
261136381,261136380,0,residential,,
261136381,261204611,0,residential,,
261136383,261211039,0,secondary,,
261136383,261204613,0,secondary,,
261136383,261136384,0,residential,,
261136384,261204614,0,residential,,
261136384,261136385,0,residential,,
261136384,261136383,0,residential,,
261136385,261136384,0,residential,,
261136385,261160730,0,secondary,,
261136385,261160731,0,secondary,,
261136386,261136387,0,residential,,
261136386,261131790,0,residential,,
261136386,261247812,0,residential,,
261136386,261204616,0,residential,,
261136387,261136388,0,residential,,
261136387,261136386,0,residential,,
261136387,261209831,0,residential,,
261136388,8064171845,0,residential,,
261136388,261136387,0,residential,,
261136388,261204617,0,residential,,
261136389,261284172,0,secondary,,
261136389,261136378,0,secondary,,
261136389,8064171845,0,residential,,
261136443,261136445,0,residential,,
261136443,261357115,0,residential,,
261136443,261224725,0,residential,,
261136445,261136443,0,residential,,
261136445,261357115,0,residential,,
261136471,13792282021,0,secondary,208,332.9
261136471,261136473,0,residential,208,248.6
261136471,261164757,0,secondary,208,269.2
261136473,261136475,0,residential,208,126.0
261136473,9920180791,0,residential,208,201.2
261136475,261202238,0,residential,208,112.9
261136475,300456421,0,residential,208,30.6
261136482,261136483,0,unclassified,210,361.4
261136482,261347763,0,tertiary,721,347.6
261136482,11891975152,0,tertiary,210,381.9
261136482,8763261369,0,unclassified,211,432.0
261136483,263403419,0,unclassified,210,250.4
261136483,261136482,0,unclassified,210,361.4
261136483,261186109,0,unclassified,721,303.7
261136483,11891975160,0,unclassified,210,294.3
261136486,369872255,0,residential,208,381.8
261136487,261136488,0,residential,204,173.6
261136487,13032420837,0,residential,204,211.9
261136488,261136487,0,residential,204,173.6
261136489,261136490,0,residential,212,273.1
261136489,261201322,0,residential,882,301.3
261136489,264430062,0,residential,882,302.4
261136490,261304685,0,tertiary,212,224.8
261136490,102680963,0,tertiary,212,181.7
261136493,261260858,0,residential,201,197.5
261136493,261147700,0,residential,201,145.1
261136493,261136494,0,residential,201,279.3
261136494,261313672,0,tertiary,201,414.2
261136494,261147706,0,tertiary,201,396.7
261136828,261222555,0,tertiary,,
261136828,261352424,0,residential,,
261136828,261222554,0,tertiary,,
261136828,261136829,0,residential,,
261136829,261155790,0,residential,,
261136829,295527965,0,residential,,
261136829,261136828,0,residential,,
261136888,2565193666,0,residential,914,374.5
261136888,261177625,0,residential,914,421.4
261136888,704990298,0,secondary,914,334.2
261136923,261220577,0,residential,978,363.1
261136923,261136924,0,secondary,978,281.8
261136923,254241276,0,secondary,978,367.9
261136924,261276401,0,residential,978,293.8
261136924,254241290,0,secondary,978,184.9
261136924,261136923,0,secondary,978,281.8
261136973,261264516,0,residential,709,857.7
261136973,539183184,0,secondary,709,788.9
261136973,9252887763,0,secondary,709,793.9
261136975,539183180,0,residential,709,815.2
261136975,4829214003,0,secondary,709,852.8
261136984,261101937,0,secondary,707,793.3
261136984,261188452,0,tertiary,707,719.3
261136985,261136984,0,secondary,707,795.3
261137079,261137080,0,residential,405,737.9
261137080,261137079,0,residential,405,737.9
261137080,261146285,0,residential,405,848.2
261137080,261146284,0,residential,405,807.8
261137084,261137094,0,secondary,824,127.7
261137084,261164830,0,secondary,824,67.8
261137084,261126499,0,residential,943,110.0
261137087,261137088,0,residential,943,493.3
261137087,261210239,0,residential,943,384.5
261137087,261210238,0,residential,943,409.2
261137088,266720691,0,residential,854,690.1
261137088,261308458,0,residential,943,586.3
261137090,261137091,0,residential,854,869.6
261137090,261311247,0,residential,854,770.4
261137090,261270026,0,residential,854,852.9
261137091,261156225,0,residential,853,889.5
261137091,261156224,0,residential,,
261137092,13991185805,0,residential,824,410.8
261137092,261270021,0,residential,824,435.0
261137093,261137092,0,residential,824,322.6
261137093,261260781,0,residential,824,211.3
261137094,261137084,0,secondary,824,127.7
261137094,261137093,0,residential,824,177.6
261137094,287487912,0,secondary,824,185.9
261137095,261133100,0,residential,364,465.5
261137095,264414206,0,residential,364,391.3
261137095,305908449,0,residential,364,415.4
261137096,261137097,0,residential,405,463.2
261137096,261224269,0,residential,405,416.5
261137097,261222797,0,residential,405,520.3
261137101,261145764,0,residential,,
261137101,261145764,1,residential,,
261137101,2176534585,0,residential,,
261137101,261239307,0,residential,,
261137144,261160222,0,residential,813,552.9
261137144,261137145,0,residential,813,611.1
261137144,261160223,0,residential,813,531.3
261137144,12251407902,0,residential,813,641.2
261137145,261138373,0,residential,813,500.7
261137145,261137144,0,residential,813,611.1
261137145,261137146,0,residential,813,593.1
261137146,261137145,0,residential,813,593.1
261137146,261140631,0,residential,813,540.5
261137146,12251391199,0,residential,813,624.6
261137147,261137146,0,residential,813,599.1
261137147,261159274,0,residential,813,673.6
261137147,261140632,0,residential,813,576.8
261137148,261137147,0,residential,813,663.7
261137148,261140633,0,secondary,813,675.0
261137148,716729337,0,secondary,813,742.0
261137156,261137157,0,residential,816,670.6
261137156,261140622,0,tertiary,816,595.6
261137156,261217409,0,tertiary,816,728.3
261137157,261137158,0,residential,816,728.5
261137157,261140623,0,residential,816,630.0
261137158,261137159,0,residential,815,733.5
261137158,261140624,0,secondary,816,720.8
261137158,261261733,0,secondary,816,832.2
261137159,261137160,0,residential,815,675.8
261137159,261140625,0,residential,815,635.6
261137159,261222103,0,residential,815,760.4
261137160,261137161,0,residential,815,675.8
261137160,261163775,0,residential,815,732.6
261137161,261140626,0,tertiary,815,636.2
261137161,261137162,0,residential,815,734.2
261137161,261219249,0,tertiary,815,760.0
261137162,261140628,0,tertiary,814,726.4
261137162,261270961,0,tertiary,815,837.1
261137163,261137164,0,residential,,
261137163,261140637,0,secondary,606,873.1
261137163,261286247,0,secondary,,
261137164,261167224,0,residential,,
261137164,261137165,0,residential,,
261137165,261137164,0,residential,,
261137166,261140642,0,secondary,,
261137166,261286249,0,secondary,,
261137167,261137166,0,residential,,
261137167,386823019,0,residential,,
261137168,11920638493,0,residential,817,896.3
261137168,261137167,0,residential,,
261137168,11920638503,0,tertiary,817,948.5
261137169,261140615,0,residential,817,716.5
261137169,261137170,0,residential,817,723.9
261137170,261137171,0,residential,817,664.4
261137170,261202782,0,tertiary,817,752.1
261137170,261140629,0,tertiary,817,623.7
261137171,261137172,0,residential,817,664.0
261137171,261139504,0,residential,817,724.1
261137172,261286254,0,residential,817,751.3
261137173,261137174,0,residential,814,643.1
261137173,261230133,0,residential,814,601.4
261137173,261230132,0,residential,814,688.4
261137174,12251398101,0,residential,814,656.2
261137174,712787209,0,residential,814,671.2
261137174,261137173,0,residential,814,643.1
261137175,712787209,0,residential,814,722.8
261137175,261153738,0,secondary,814,810.6
261137175,261110030,0,secondary,814,666.5
261137187,11215124895,0,residential,816,668.7
261137187,1581591866,0,residential,816,627.1
261137187,261266042,0,residential,816,754.7
261137190,261137191,0,residential,606,799.2
261137190,538166488,0,residential,607,673.7
261137190,261140671,0,residential,607,704.9
261137190,261207772,0,residential,607,751.1
261137191,261137192,0,residential,606,817.8
261137191,261137190,0,residential,606,799.2
261137191,261140666,0,residential,606,735.9
261137191,261145920,0,residential,606,869.2
261137192,261137191,0,residential,606,817.8
261137192,261160186,0,residential,606,719.3
261137192,261286244,0,residential,606,908.8
261137197,549748072,0,primary,,
261137197,261156918,0,primary,,
261137197,261137198,0,tertiary,,
261137197,741751232,0,tertiary,,
261137198,261137199,0,tertiary,,
261137198,261155321,0,residential,,
261137198,261137197,0,tertiary,,
261137199,261137200,0,tertiary,,
261137199,261195669,0,residential,,
261137199,261137198,0,tertiary,,
261137200,261137199,0,tertiary,,
261137200,261137201,0,tertiary,,
261137200,261116460,0,residential,,
261137200,9696547183,0,residential,,
261137201,261122437,0,tertiary,,
261137201,261137200,0,tertiary,,
261137201,261177978,0,residential,,
261137202,1710605796,0,residential,,
261137202,261137203,0,tertiary,,
261137202,261122437,0,tertiary,,
261137202,261122438,0,residential,,
261137203,261137204,0,tertiary,,
261137203,261137202,0,tertiary,,
261137203,261088536,0,residential,,
261137204,261137203,0,tertiary,,
261137204,261088537,0,tertiary,,
261137204,261216135,0,residential,,
261137205,1710605689,0,tertiary,,
261137205,261269158,0,tertiary,,
261137205,261223488,0,tertiary,,
261137205,261088537,0,tertiary,,
261137206,261137207,0,tertiary,,
261137206,1710605689,0,tertiary,,
261137206,261270393,0,residential,,
261137207,261137206,0,tertiary,,
261137207,261178723,0,residential,,
261137207,5353979557,0,tertiary,,
261137208,5353979563,0,secondary,,
261137208,261254566,0,secondary,,
261137208,5353979557,0,tertiary,,
261137211,261137241,0,tertiary,644,830.2
261137211,733295885,0,tertiary,644,857.6
261137212,261126411,0,residential,,
261137212,261210204,0,residential,,
261137213,261137212,0,residential,,
261137213,261220906,0,residential,,
