id,lat,lon,has_real_aq
650,41.93517697195,-87.7469188333,True
709,41.77656647115,-87.61570991105,True
710,41.7838510339,-87.61591194805,True
711,41.791098018599996,-87.61608110505,True
717,41.83476327925,-87.61740361135,True
718,41.842061602550004,-87.61756458475,True
719,41.8475203441,-87.6180798243,True
721,41.91468700655,-87.66498822045,True
1197,41.703278,-87.64253,True
1198,41.7105655,-87.6427285,True
1199,41.717836500000004,-87.64291800000001,True
1277,41.871643,-87.62059450000001,True
506,41.84988715135,-87.6406693317,True
510,41.79660581,-87.757527735,True
511,41.79806894,-87.74777791,True
512,41.799535905,-87.73803544,True
519,41.834900095,-87.67057421999999,True
531,41.85127161015,-87.73698976349999,True
758,41.89172275155,-87.62610655505,True
759,41.8917644453,-87.62217495384999,True
760,41.891849216,-87.61721086554999,True
765,41.91250323575,-87.80568845125,True
786,41.99034797595,-87.72376083445,True
796,41.715057197250005,-87.58533977024999,True
797,41.725978767049995,-87.58501010815,True
798,41.7332623134,-87.5851540232,True
799,41.740564835,-87.58532312385,True
800,41.7478673474,-87.58549224890001,True
807,41.7150595805,-87.58570599154999,True
813,41.76243670385,-87.58619752620001,True
814,41.769720028950005,-87.58634159595,True
1200,41.725112499999994,-87.643124,True
1201,41.73242,-87.64330100000001,True
1208,41.783388,-87.6446885,True
1209,41.790662999999995,-87.644875,True
1210,41.797943000000004,-87.645063,True
1274,41.8814345,-87.66197199999999,True
825,41.971748871399996,-87.7640729172,True
826,41.9792846361,-87.77086694835,True
860,41.969661378249995,-87.7645188482,True
866,41.87809132475,-87.64235094365,True
884,41.9131626167,-87.62925534655,True
933,41.89262888985,-87.65003301429999,True
1081,41.66323755895,-87.62951580695,True
1100,41.8509669605,-87.75387480110001,True
1101,41.8512238155,-87.74188112064999,True
1276,41.871643,-87.6203945,True
986,41.70457345295,-87.55980326795,True
1183,42.00187327045,-87.6604543001,True
1189,41.988620242050004,-87.6699387919,True
1193,41.85117677695,-87.61887492425001,True
1211,41.8052245,-87.6452525,True
1217,41.849920999999995,-87.646301,True
1218,41.856279,-87.646411,True
1219,41.863532,-87.646623,True
1220,41.870745,-87.64683199999999,True
1221,41.878057,-87.647053,True
1230,41.9436475,-87.64918650000001,True
1241,41.760645,-87.644487,True
1242,41.7688365,-87.64469399999999,True
1243,41.7761115,-87.644882,True
1244,41.783388,-87.64506850000001,True
1245,41.790662999999995,-87.64525499999999,True
1261,41.907278,-87.6483735,True
1262,41.91455,-87.64858050000001,True
1268,41.6611578,-87.6183175,True
1285,41.896685500000004,-87.6206445,True
1296,41.891745,-87.62798699999999,True
1301,41.8781785,-87.63061,True
1303,41.873274,-87.6224385,True
1307,41.8709475,-87.630655,True
1,41.7931038686,-87.71838370045,True
2,41.79325862595,-87.70858128535,True
12,41.7921887268,-87.79656146490001,True
13,41.79238978915,-87.78668960915,True
45,41.89901858105,-87.726042651,True
46,41.9044127704,-87.72618815474999,True
47,41.908020388050005,-87.7262032041,True
166,41.979825050100004,-87.6698988309,True
424,41.72085883935,-87.67739405645,True
425,41.72097377165,-87.66768150384999,True
219,41.866210352,-87.7105463263,True
220,41.86632078185,-87.70078969835001,True
221,41.86642440025,-87.69097432545,True
222,41.8665463524,-87.6811454485,True
223,41.8666708259,-87.67131803855,True
226,41.86704967755,-87.6445545746,True
227,41.86715962105,-87.6363130182,True
233,41.8662397183,-87.73006632775,True
234,41.86636817475,-87.72029432824999,True
235,41.866484763049996,-87.71054366300001,True
359,41.9300794341,-87.68763253575,True
360,41.9358189385,-87.68784000245,True
372,41.724585535,-87.6823605688,True
373,41.73187951695,-87.6825900151,True
592,41.90248741645,-87.621906653,True
593,41.907663122399995,-87.62503419244999,True
252,41.793022979599996,-87.72806253280001,True
293,41.95394763665,-87.68361166775,True
310,41.95385432645,-87.72271392434999,True
540,41.85231036925,-87.66106304505,True
556,41.852749783250005,-87.6513199988,True
637,41.796689514250005,-87.74266576560001,True
638,41.803985218,-87.74324791075,True
463,41.721133255599995,-87.67739126565,True
464,41.72124818735,-87.6676786717,True
508,41.793422230000004,-87.77693377,True
509,41.795095419999996,-87.767240455,True
706,41.754763259399994,-87.61522003479999,True
707,41.762060032549996,-87.61537187445,True
708,41.769331960900004,-87.61554066810001,True
801,41.7551508382,-87.5856616227,True
802,41.7624343199,-87.5858310228,True
803,41.76971764515,-87.58597505110001,True
859,41.97189961755,-87.7728979645,True
1272,41.8815955,-87.6522515,True
985,41.69645990355,-87.5597015642,True
1082,41.65939451825,-87.60363039719999,True
1240,41.753366,-87.64430300000001,True
1258,41.886480500000005,-87.64767900000001,True
1287,41.8965745,-87.62847500000001,True
1289,41.8964055,-87.64022700000001,True
1212,41.812523999999996,-87.645442,True
1297,41.891745,-87.628187,True
224,41.8667918484,-87.66153382515,True
225,41.86693815405,-87.6518012451,True
228,41.867301218449995,-87.62469989855,True
248,41.79240528,-87.76715122499999,True
249,41.792577949999995,-87.757371845,True
250,41.79282219205,-87.747247329,True
457,41.7219770221,-87.59961945744999,True
