id,hour,dayofweek,spd_lag1_avg,no2_lag1_avg,pm25_lag1_avg
1,21,2,42.808443999999994,8.486666666666666,0.32
1,21,3,43.774048,6.716666666666666,3.4333333333333336
1,21,4,40.555368,17.126666666666665,5.373333333333334
1,21,5,39.96527666666667,11.469999999999999,6.39
1,21,6,45.06152,6.6066666666666665,4.716666666666667
1,22,0,39.42883,24.16,6.405
1,22,1,44.79329666666666,8.51,1.3066666666666666
1,22,2,42.64751,7.743333333333333,0.06333333333333334
1,22,3,44.25685,8.805,4.7275
1,22,4,37.417155,20.6425,5.9625
1,22,5,40.635835,11.270000000000001,1.3733333333333333
1,22,6,43.049845000000005,10.8225,3.9525
1,23,0,43.049845,37.32,9.973333333333334
1,23,1,40.555368,11.9175,2.0475
1,23,2,41.84284,10.5075,0.5475
1,23,3,45.06152,14.346666666666666,5.526666666666667
1,23,4,41.84284,21.87,8.68
1,23,5,43.45218,10.265,1.885
1,23,6,40.76994666666666,16.91333333333333,12.520000000000001
10,0,1,45.06152,47.6575,22.0925
10,0,2,48.2802,26.64,3.703333333333333
10,0,3,35.405480000000004,12.049999999999999,0.5766666666666667
10,0,4,45.06152,31.590000000000003,7.266666666666667
10,0,5,41.84284,18.54,9.736666666666666
10,0,6,45.06152,8.623333333333333,1.2433333333333334
10,1,0,47.47553,11.533333333333333,5.823333333333333
10,1,1,49.084869999999995,31.44666666666667,17.073333333333334
10,1,2,33.79614,27.89,7.296666666666667
10,1,3,39.697053333333336,9.015,0.4825000000000001
10,1,4,35.94192666666667,30.95,11.647499999999999
10,1,5,41.84284,30.4425,15.665
10,1,6,46.268525,8.182500000000001,1.455
10,2,0,42.64751,11.65,6.4175
10,2,1,41.842839999999995,25.77,19.77
10,2,2,33.25969333333333,24.9675,13.19
10,2,3,43.45218,9.453333333333333,0.06333333333333334
10,2,4,42.64751,22.59,5.91
10,2,5,35.405480000000004,34.00666666666667,21.166666666666668
10,2,6,48.2802,8.446666666666667,1.5633333333333332
10,3,0,45.06152,10.186666666666667,5.536666666666666
10,3,1,41.842839999999995,24.51,21.823333333333334
10,3,2,44.25685,24.58,20.099999999999998
10,3,3,39.697053333333336,7.993333333333333,0.0
10,3,4,41.038169999999994,19.726666666666667,6.526666666666666
10,3,5,51.49888,32.6825,30.7675
10,3,6,45.86619,8.594999999999999,3.69
10,4,0,47.74375333333333,9.373333333333333,5.743333333333333
10,4,1,34.869033333333334,20.747500000000002,26.037500000000005
10,4,2,51.49888,21.9025,23.495
10,4,3,49.353093333333334,11.375,0.23749999999999996
10,4,4,47.74375333333333,23.929999999999996,9.315
10,4,5,53.644666666666666,31.616666666666664,37.339999999999996
10,4,6,41.842839999999995,12.06,0.91
10,5,0,41.84284,10.075,4.75
10,5,1,41.199104,16.483333333333334,23.426666666666666
10,5,2,43.45218,22.563333333333333,18.333333333333332
10,5,3,43.130312,12.043333333333331,0.44666666666666666
10,5,4,39.267896,24.419999999999998,8.076666666666666
10,5,5,42.91573333333333,21.686666666666667,21.83666666666667
10,5,6,44.25685,13.313333333333333,1.4866666666666666
10,6,0,33.79614,11.013333333333334,4.59
10,6,1,39.42883,15.660000000000002,14.423333333333334
10,6,2,38.35593666666667,21.5625,25.132500000000004
10,6,3,44.417784,16.9175,1.08
10,6,4,42.91573333333333,18.5475,6.8175
10,6,5,45.06152,2.75,2.0275
10,6,6,41.84284,11.959999999999999,1.72
10,7,0,42.379286666666665,11.875,5.065
10,7,1,42.379286666666665,16.015,10.1625
10,7,2,36.049216,21.213333333333335,19.330000000000002
10,7,3,37.28304333333333,22.493333333333336,5.296666666666667
10,7,4,37.55126666666666,16.156666666666666,5.526666666666666
10,7,5,50.533276,3.5333333333333337,0.64
10,7,6,44.659185,11.339999999999998,1.8333333333333333
10,8,0,36.74659666666667,12.923333333333332,5.8133333333333335
10,8,1,38.946028,16.516666666666666,1.7533333333333332
10,8,2,33.393805,18.936666666666667,11.079999999999998
10,8,3,45.866189999999996,23.290000000000003,13.086666666666668
10,8,4,40.76994666666666,16.0325,7.635000000000001
10,8,5,45.061519999999994,5.8325,0.625
10,8,6,43.98862666666667,11.6975,4.76
10,9,0,39.96527666666667,13.112500000000002,5.885000000000001
10,9,1,38.355936666666665,17.3325,1.5874999999999997
10,9,2,37.81949,15.3275,7.364999999999999
10,9,3,36.21015,22.8575,12.3725
10,9,4,37.658556,18.163333333333334,8.226666666666667
10,9,5,38.221825,7.803333333333334,1.1566666666666665
10,9,6,41.03817,13.43,9.68
10,10,0,41.574616666666664,15.38,6.6933333333333325
10,10,1,41.30639333333333,16.66,1.8733333333333333
10,10,2,41.574616666666664,16.926666666666666,9.85
10,10,3,38.624159999999996,23.496666666666666,14.006666666666666
10,10,4,40.2335,18.7,9.523333333333333
10,10,5,41.30639333333334,7.185,0.7174999999999999
10,10,6,44.79329666666666,20.2225,19.49
10,11,0,39.160606666666666,17.203333333333333,7.510000000000001
10,11,1,42.111063333333334,17.46,1.4225
10,11,2,41.199104,24.1,11.095
10,11,3,37.28304333333333,22.3625,11.9
10,11,4,41.03817,20.509999999999998,12.5225
10,11,5,42.91573333333333,9.256666666666666,0.8466666666666667
10,11,6,38.946028,23.12,19.876666666666665
10,12,0,44.79329666666666,18.3925,8.8325
10,12,1,43.45218,13.816666666666668,1.23
10,12,2,44.739652,13.713333333333333,2.436666666666667
10,12,3,44.417784,21.743333333333336,9.603333333333333
10,12,4,39.697053333333336,19.12333333333333,13.373333333333333
10,12,5,41.574616666666664,10.340000000000002,1.5099999999999998
10,12,6,43.72040333333334,22.01,17.27
10,13,0,36.371084,13.676666666666668,7.526666666666666
10,13,1,35.727348,15.576666666666664,11.843333333333334
10,13,2,39.589764,5.82,0.6533333333333333
10,13,3,36.21015,16.55,5.1625
10,13,4,43.18395666666667,15.29,10.7975
10,13,5,40.555368,10.032499999999999,1.0875
10,13,6,40.555368,14.967499999999998,13.5475
10,14,0,39.697053333333336,6.6375,6.375
10,14,1,45.383388000000004,15.029999999999998,4.9775
10,14,2,42.245175,4.9675,0.53
10,14,3,38.08771333333333,8.273333333333333,2.72
10,14,4,39.96527666666667,11.790000000000001,7.07
10,14,5,41.03817,7.403333333333333,0.8966666666666666
10,14,6,46.268525,5.826666666666667,9.703333333333333
10,15,0,42.647510000000004,6.59,6.81
10,15,1,37.336688,11.446666666666667,0.9233333333333335
10,15,2,39.697053333333336,6.066666666666666,0.58
10,15,3,35.94192666666667,8.2,2.4266666666666667
10,15,4,36.21015,10.1425,4.6125
10,15,5,40.2335,5.5075,0.8850000000000001
10,15,6,46.027124,4.145,6.5575
10,16,0,39.96527666666667,11.225000000000001,7.357499999999999
10,16,1,42.64751,5.5475,0.4775
10,16,2,39.96527666666667,6.065,0.7675
10,16,3,43.45218,9.8975,4.6475
10,16,4,40.877235999999996,4.233333333333333,3.143333333333333
10,16,5,40.877235999999996,7.296666666666667,0.8466666666666667
10,16,6,41.84284,2.7133333333333334,4.166666666666667
10,17,0,39.96527666666667,3.1300000000000003,10.25
10,17,1,38.221825,4.763333333333334,0.5766666666666667
10,17,2,39.96527666666666,5.34,0.7033333333333333
10,17,3,40.2335,5.79,2.09
10,17,4,35.083612,7.976666666666667,3.9
10,17,5,40.877235999999996,6.423333333333334,0.9366666666666668
10,17,6,43.98862666666667,6.123333333333332,3.9766666666666666
10,18,0,37.01482,-0.05333333333333338,12.446666666666667
10,18,1,31.543063999999998,7.206666666666666,1.0866666666666667
10,18,2,44.52507333333333,8.2975,0.3825
10,18,3,37.55126666666667,7.155,1.27
10,18,4,41.520972,10.5025,4.0
10,18,5,39.589764,5.74,0.645
10,18,6,43.130311999999996,3.9575000000000005,4.6049999999999995
10,19,0,38.355936666666665,4.0125,7.96
10,19,1,40.23350000000001,9.682500000000001,1.7875
10,19,2,39.42883,9.92,0.5099999999999999
10,19,3,44.739652,9.24,2.5766666666666667
10,19,4,41.574616666666664,10.786666666666667,4.243333333333333
10,19,5,39.026495,8.83,1.1166666666666667
10,19,6,44.52507333333333,5.890000000000001,4.036666666666666
10,20,0,40.76994666666667,10.376666666666667,7.2299999999999995
10,20,1,37.81949,5.123333333333333,1.0866666666666667
10,20,2,38.08771333333333,7.216666666666666,0.19000000000000003
10,20,3,40.555368,9.245000000000001,3.25
10,20,4,40.76994666666667,12.4925,4.575
10,20,5,42.486576,8.9725,0.585
10,20,6,41.30639333333333,6.7425,3.2999999999999994
10,21,0,38.35593666666667,6.3275,6.037499999999999
10,21,1,41.440505,4.62,0.77
10,21,2,37.28304333333333,6.9175,0.14250000000000002
10,21,3,38.302292,12.520000000000001,2.5766666666666667
10,21,4,39.267896,12.473333333333334,4.783333333333333
10,21,5,38.302292,7.313333333333333,0.19000000000000003
10,21,6,42.486576,8.15,3.95
10,22,0,35.40548,9.67,7.053333333333334
10,22,1,33.79614,3.9266666666666663,0.5266666666666666
10,22,2,41.84284,8.283333333333333,0.19000000000000003
10,22,3,35.94192666666667,12.836666666666666,2.3966666666666665
10,22,4,42.91573333333333,15.25,5.433333333333334
10,22,5,41.520972,7.9875,0.0475
10,22,6,40.2335,11.523333333333333,4.013333333333333
10,23,0,44.52507333333333,33.06666666666667,9.073333333333332
10,23,1,41.440505,13.245000000000001,1.98
10,23,2,38.08771333333333,9.18,0.1925
10,23,3,36.47837333333334,22.925,4.0075
10,23,4,36.47837333333333,17.462500000000002,6.585
10,23,5,40.2335,7.17,0.095
10,23,6,44.659185,15.9,5.52
100,0,1,41.84284,33.595,11.845
100,0,2,47.877865,18.47,3.2833333333333337
100,0,3,38.624159999999996,10.055,1.3475000000000001
100,0,4,44.25685,17.513333333333332,5.960000000000001
100,0,5,49.88954,14.729999999999999,8.873333333333333
100,0,6,41.440505,8.065,1.5575
100,1,0,41.03817,15.0525,7.0200000000000005
100,1,1,45.86619,33.56666666666667,17.143333333333334
100,1,2,44.52507333333333,27.227500000000003,7.25
100,1,3,43.854515,12.996666666666668,3.0033333333333334
100,1,4,41.520972,26.869999999999997,8.653333333333334
100,1,5,46.67086,17.1925,11.1975
100,1,6,48.682535,7.913333333333334,2.6266666666666665
100,2,0,47.20730666666666,11.31,5.613333333333333
100,2,1,42.379286666666665,25.515,22.4975
100,2,2,48.2802,27.386666666666667,11.076666666666668
100,2,3,43.45218,18.1475,2.885
100,2,4,41.84284,29.1725,11.2775
100,2,5,48.682535,28.996666666666666,16.0
100,2,6,49.084869999999995,8.3775,1.405
100,3,0,49.487205,10.254999999999999,6.797499999999999
100,3,1,41.03817,27.80666666666667,28.863333333333333
100,3,2,42.64751,26.2175,15.73
100,3,3,42.245175,13.729999999999999,1.6266666666666667
100,3,4,43.774048,25.5,11.616666666666667
100,3,5,42.647510000000004,31.3475,27.465
100,3,6,45.59796666666667,9.083333333333334,1.4233333333333331
100,4,0,42.245175,7.733333333333333,5.77
100,4,1,42.164708,21.73,29.43
100,4,2,39.42883,25.939999999999998,18.626666666666665
100,4,3,41.84284,17.44333333333333,2.09
100,4,4,39.026495,18.16,10.7125
100,4,5,45.06152,31.543333333333333,37.86333333333334
100,4,6,47.20730666666666,11.5075,1.8075
100,5,0,38.624159999999996,12.160000000000002,5.675
100,5,1,35.137256666666666,21.156666666666666,29.673333333333332
100,5,2,39.026495,24.223333333333333,18.98
100,5,3,36.74659666666667,20.685000000000002,2.3175
100,5,4,38.62416,12.383333333333333,10.076666666666666
100,5,5,47.20730666666666,26.185,27.804999999999996
100,5,6,46.992728,14.160000000000002,2.54
100,6,0,40.50172333333333,10.193333333333333,5.513333333333333
100,6,1,42.379286666666665,15.473333333333334,21.833333333333332
100,6,2,43.45218,22.4875,10.9225
100,6,3,41.30639333333333,19.44,3.9966666666666666
100,6,4,44.25685000000001,13.385,8.035
100,6,5,40.877235999999996,4.463333333333334,2.6799999999999997
100,6,6,46.67086,12.616666666666667,2.283333333333333
100,7,0,44.25685000000001,8.9675,5.9700000000000015
100,7,1,27.090556666666668,16.705,13.487500000000002
100,7,2,42.647510000000004,21.613333333333333,11.026666666666666
100,7,3,37.81949,19.2525,11.612500000000002
100,7,4,43.72040333333334,13.583333333333334,5.91
100,7,5,35.40548,4.38,1.4733333333333334
100,7,6,49.621316666666665,13.3275,4.1825
100,8,0,38.08771333333333,7.796666666666667,5.91
100,8,1,36.74659666666667,16.150000000000002,4.666666666666667
100,8,2,37.28304333333333,20.78,11.699999999999998
100,8,3,39.697053333333336,15.089999999999998,10.436666666666666
100,8,4,38.08771333333333,15.706666666666665,8.053333333333333
100,8,5,41.52097199999999,6.8100000000000005,1.1225
100,8,6,41.574616666666664,21.266666666666666,7.38
100,9,0,42.91573333333333,9.503333333333332,5.96
100,9,1,40.50172333333333,15.785000000000002,0.9125
100,9,2,44.52507333333333,18.88,9.950000000000001
100,9,3,46.402636666666666,17.197499999999998,5.2025
100,9,4,45.59796666666667,16.942500000000003,8.8175
100,9,5,41.84284,7.293333333333333,1.4733333333333334
100,9,6,42.91573333333333,18.2425,9.7025
100,10,0,46.939083333333336,11.5475,6.7
100,10,1,48.54842333333334,16.16,3.6933333333333334
100,10,2,43.98862666666667,18.927500000000002,9.02
100,10,3,43.98862666666667,22.060000000000002,5.6066666666666665
100,10,4,46.134413333333335,19.533333333333335,10.346666666666666
100,10,5,43.45218,7.952499999999999,1.7025000000000001
100,10,6,45.06152,14.866666666666667,9.356666666666667
100,11,0,47.74375333333333,11.853333333333333,7.613333333333333
100,11,1,46.027124,17.4575,4.395
100,11,2,40.635835,22.46666666666667,11.9
100,11,3,39.96527666666666,23.040000000000003,5.023333333333333
100,11,4,41.574616666666664,20.495,12.53
100,11,5,48.816646666666664,10.286666666666667,1.6033333333333335
100,11,6,45.463854999999995,16.2525,12.2825
100,12,0,43.774048,14.2225,8.307500000000001
100,12,1,37.81949,13.06,1.09
100,12,2,46.134413333333335,24.11,19.76
100,12,3,42.647510000000004,21.1925,6.4025
100,12,4,42.486576,19.05333333333333,11.946666666666667
100,12,5,41.03817,11.71,2.2325
100,12,6,43.45218,18.25,15.333333333333334
100,13,0,37.55126666666667,11.373333333333333,7.576666666666667
100,13,1,40.76994666666667,14.8075,7.6525
100,13,2,38.302292,19.8425,22.4625
100,13,3,42.91573333333333,16.19,6.256666666666667
100,13,4,40.2335,13.842499999999998,9.440000000000001
100,13,5,40.635835,8.12,2.0533333333333332
100,13,6,46.348991999999996,13.696666666666667,15.55
100,14,0,42.111063333333334,3.6375000000000006,5.835
100,14,1,43.774048,16.62,8.476666666666667
100,14,2,42.486576,3.6133333333333333,1.1533333333333333
100,14,3,42.647510000000004,6.1675,3.7475
100,14,4,40.2335,9.693333333333333,5.91
100,14,5,48.816646666666664,3.7266666666666666,1.28
100,14,6,43.45218,6.3825,13.8575
100,15,0,38.624159999999996,2.69,5.783333333333334
100,15,1,40.2335,14.246666666666668,5.423333333333333
100,15,2,41.30639333333333,2.05,1.0074999999999998
100,15,3,39.697053333333336,4.260000000000001,2.9499999999999997
100,15,4,47.74375333333333,6.415,5.3825
100,15,5,45.06152,4.35,1.295
100,15,6,37.417155,3.4433333333333334,11.65
100,16,0,41.30639333333334,0.20666666666666667,4.896666666666667
100,16,1,40.76994666666667,6.044999999999999,1.365
100,16,2,46.348991999999996,3.823333333333333,1.3466666666666667
100,16,3,40.877235999999996,2.6875,3.3075
100,16,4,39.42883,4.77,3.6799999999999997
100,16,5,43.98862666666667,6.2700000000000005,1.95
100,16,6,39.42883,1.0125000000000002,5.2125
100,17,0,39.697053333333336,-0.68,8.870000000000001
100,17,1,49.88954,3.9233333333333333,0.77
100,17,2,41.84284,3.4500000000000006,0.77
100,17,3,40.76994666666666,3.61,3.09
100,17,4,36.21015,3.7866666666666666,3.4333333333333336
100,17,5,41.520972,5.58,1.31
100,17,6,43.130312,4.446666666666666,4.8966666666666665
100,18,0,46.939083333333336,-1.07,8.476666666666667
100,18,1,46.670860000000005,3.1625,1.115
100,18,2,43.45218,4.61,0.6433333333333333
100,18,3,48.816646666666664,5.9433333333333325,2.3066666666666666
100,18,4,46.027124,4.165,3.2700000000000005
100,18,5,41.03817,6.963333333333334,1.23
100,18,6,38.62416,4.38,3.665
100,19,0,42.647510000000004,2.2775,6.605
100,19,1,43.45218,6.013333333333333,1.0233333333333332
100,19,2,41.30639333333333,5.023333333333333,0.77
100,19,3,41.84284,3.6275,3.0375
100,19,4,44.79329666666666,7.896666666666666,3.9599999999999995
100,19,5,41.84284,7.6375,1.4525000000000001
100,19,6,41.84284,7.169999999999999,4.333333333333333
100,20,0,38.946028,1.9,6.343333333333334
100,20,1,42.111063333333334,4.88,1.1524999999999999
100,20,2,43.72040333333334,5.4775,0.8649999999999999
100,20,3,41.84284,5.1433333333333335,3.1033333333333335
100,20,4,42.64751,9.07,4.4975000000000005
100,20,5,42.486576,9.090000000000002,1.7933333333333334
100,20,6,42.486576,6.3933333333333335,3.513333333333334
100,21,0,41.03817,4.0825,5.675
100,21,1,44.52507333333333,3.6566666666666663,0.7066666666666667
100,21,2,47.20730666666666,5.239999999999999,0.7066666666666667
100,21,3,41.84284,7.1825,2.635
100,21,4,43.130312,9.33,4.5633333333333335
100,21,5,46.134413333333335,9.59,0.7699999999999999
100,21,6,46.992728,7.845000000000001,3.6925
100,22,0,41.440505,5.613333333333333,6.573333333333333
100,22,1,47.073195,2.936666666666667,0.8333333333333334
100,22,2,46.67086,7.1274999999999995,0.7224999999999999
100,22,3,44.25685,7.863333333333333,2.566666666666667
100,22,4,44.739652,13.220000000000002,5.2325
100,22,5,42.91573333333333,7.6549999999999985,0.8775
100,22,6,43.45218,9.626666666666667,4.066666666666666
100,23,0,42.379286666666665,17.363333333333333,6.68
100,23,1,46.67086,7.775,1.415
100,23,2,41.03817,9.709999999999999,1.2166666666666666
100,23,3,42.486576,12.545,3.935
100,23,4,37.01482,13.329999999999998,7.06
100,23,5,44.659185,8.296666666666667,1.0866666666666667
100,23,6,44.095916,15.175,6.3774999999999995
1000,5,1,37.01482,25.92,9.72
1000,5,3,36.21015,12.2675,0.77
1000,5,4,40.2335,26.395,10.1725
1000,6,0,37.01482,14.719999999999999,5.216666666666667
1000,6,1,40.2335,23.9575,10.145
1000,6,2,40.2335,19.3225,8.307500000000001
1000,6,3,37.55126666666666,13.556666666666667,0.8366666666666668
1000,6,4,37.01482,19.849999999999998,8.666666666666666
1000,7,0,37.55126666666666,14.794999999999996,5.3175
1000,7,1,40.2335,22.88,1.9733333333333334
1000,7,2,37.417155,8.19,6.413333333333333
1000,7,3,37.55126666666666,13.8025,0.58
1000,7,4,40.76994666666667,9.8475,6.055
1000,8,0,32.1868,15.823333333333332,5.96
1000,8,1,40.2335,21.5325,3.155
1000,8,2,36.47837333333333,12.2975,6.537499999999999
1000,8,3,35.405480000000004,20.146666666666665,1.23
1000,8,4,29.504566666666665,12.603333333333333,6.166666666666667
1000,9,0,39.160606666666666,18.085,6.81
1000,9,1,30.577460000000002,21.786666666666665,12.770000000000001
1000,9,2,37.01482,11.64,6.513333333333333
1000,9,3,40.2335,23.275,10.6225
1000,9,4,30.577460000000002,15.845,7.470000000000001
1000,10,0,38.624159999999996,23.44333333333333,7.3999999999999995
1000,10,1,34.600809999999996,22.0575,8.1825
1000,10,2,39.160606666666666,19.845,6.702500000000001
1000,10,3,32.1868,23.849999999999998,8.23
1000,10,4,38.62416,18.673333333333332,8.91
1000,11,0,33.79614,23.615,8.557500000000001
1000,11,1,32.99147,19.9725,7.75
1000,11,2,33.796139999999994,22.983333333333334,7.69
1000,11,3,40.2335,23.975000000000005,11.940000000000003
1000,11,4,35.40548,22.8875,15.18
1000,12,0,32.1868,23.526666666666667,9.026666666666666
1000,12,1,27.35878,18.606666666666666,10.04
1000,12,2,39.160606666666666,21.9725,7.2975
1000,12,3,42.64751,21.373333333333335,12.793333333333331
1000,12,4,35.94192666666667,21.51,12.69
1000,13,0,36.21015,17.3825,8.405
1000,13,1,29.77279,20.2625,7.4325
1000,13,2,32.99147,9.65,3.206666666666667
1000,13,3,40.76994666666666,16.025,10.47
1000,13,4,34.600809999999996,17.1525,11.4125
1000,14,0,28.96812,12.530000000000001,7.833333333333333
1000,14,1,30.57746,21.546666666666667,8.049999999999999
1000,14,2,26.55411,0.9675,0.8175
1000,14,3,33.79614,6.4675,6.98
1000,14,4,32.1868,12.76,7.87
1000,15,0,37.55126666666666,5.9975,9.927499999999998
1000,15,1,39.428830000000005,18.965,2.8925
1000,15,2,35.40548,0.13999999999999999,0.8966666666666666
1000,15,3,40.2335,1.7933333333333332,1.8966666666666665
1000,15,4,37.01482,9.9375,5.845000000000001
1000,16,0,37.55126666666666,2.103333333333333,12.766666666666666
1000,16,1,34.198475,16.036666666666665,3.426666666666667
1000,16,2,40.2335,4.545,0.7225
1000,16,3,28.96812,4.5375,2.425
